Id,Supplier,ProductTier,FillSize,UnitPrice,TotalCost,DayType,TimeSlot,Quarter
1218,1,2,2,3,2,1,1,1
1220,1,2,2,3,1,1,2,1
1221,1,1,2,1,1,1,2,1
1222,1,1,2,1,2,1,3,1
1223,1,1,2,1,2,1,1,2
1224,1,2,3,2,4,1,2,2
1225,1,1,2,1,1,1,2,2
1226,1,1,2,1,1,1,2,2
1228,1,2,2,2,2,1,3,2
1229,1,2,2,2,1,1,1,2
1231,1,2,3,2,4,1,2,2
1233,1,2,2,3,1,1,1,2
1234,1,2,3,2,3,1,1,2
1235,1,2,3,2,4,1,2,2
1239,1,1,2,1,1,1,1,2
1240,1,1,2,1,1,1,1,2
1241,1,1,2,1,1,1,1,2
1242,1,2,2,2,2,1,1,2
1243,1,2,2,2,2,1,2,2
1244,1,1,2,1,2,1,2,2
1245,1,1,3,1,3,1,2,2
1246,1,2,2,2,2,1,2,2
1247,1,1,2,1,1,1,2,2
1249,1,1,2,1,1,2,2,2
1252,1,2,2,3,2,1,1,2
1255,1,2,3,2,4,1,2,2
1256,1,2,2,2,1,1,2,2
1257,1,1,2,1,2,1,2,2
1259,1,2,3,3,3,1,1,2
1260,1,1,3,1,3,1,1,2
1261,1,2,2,3,1,1,2,2
1262,1,2,3,2,4,1,2,2
1263,1,1,3,1,3,1,1,2
1264,1,2,2,3,1,1,1,2
1265,1,2,2,3,1,1,1,2
1266,1,1,2,1,2,1,1,2
1267,1,2,2,3,1,1,1,2
1268,1,2,2,3,2,1,1,2
1269,1,2,3,3,4,1,2,2
1270,1,1,2,1,1,1,2,2
1271,1,2,2,3,1,1,3,2
1272,1,1,2,1,2,1,1,2
1274,1,1,3,1,3,1,3,2
1275,1,2,2,3,1,1,1,2
1277,1,2,2,3,2,1,2,2
1278,1,2,2,3,1,1,3,2
1279,1,1,2,1,1,1,3,2
1281,1,1,2,1,1,2,1,2
1282,1,2,2,3,2,2,3,2
1283,1,2,2,3,2,1,1,2
1284,1,2,3,3,3,1,1,2
1285,1,1,2,1,1,1,1,2
1286,1,2,2,3,3,1,2,2
1288,1,2,2,3,1,1,2,2
1289,1,2,3,3,4,1,2,2
1290,1,1,2,1,2,1,2,2
1292,1,1,2,1,2,1,1,2
1294,1,1,2,1,1,1,3,2
1296,1,1,3,1,4,1,1,2
1297,1,1,2,1,1,1,1,2
1298,1,1,3,1,3,1,2,2
1299,1,1,2,1,2,1,2,2
1303,1,1,2,1,2,1,1,2
1305,1,2,3,3,3,1,1,2
1306,1,2,2,3,3,1,2,2
1308,1,2,3,3,3,1,2,2
1309,1,1,2,1,1,1,2,2
1311,1,2,2,3,2,2,3,2
1312,1,1,3,1,4,2,1,2
1313,1,1,2,1,2,2,2,2
1315,1,1,2,1,1,1,1,2
1316,1,2,3,3,4,1,2,2
1317,1,2,3,3,4,1,2,2
1318,1,1,2,1,1,1,3,2
1321,1,1,2,1,2,1,1,2
1322,1,2,3,3,4,1,1,2
1323,1,1,2,1,1,1,2,2
1325,1,1,2,1,1,1,2,2
1326,1,1,2,1,2,1,3,2
1327,1,2,2,3,2,1,1,2
1328,1,2,2,3,2,1,1,2
1329,1,2,3,3,3,1,1,2
1331,1,2,2,3,2,1,1,2
1332,1,2,3,3,3,1,2,2
1333,1,2,3,3,4,1,1,2
1334,1,2,3,3,3,1,2,2
1338,1,1,2,1,1,1,1,2
1339,1,1,3,1,3,1,1,2
1340,1,2,2,3,2,1,2,2
1341,1,2,2,3,1,1,3,2
1342,1,1,2,1,1,2,1,2
1343,1,2,3,3,4,2,1,2
1344,1,1,2,1,2,2,2,2
1347,1,2,2,3,2,2,3,2
1348,1,1,2,1,1,1,1,2
1349,1,1,3,1,4,1,1,2
1350,1,1,2,1,1,1,1,2
1352,1,2,2,3,1,1,2,2
1353,1,1,2,1,2,1,3,2
1356,1,1,2,1,1,1,1,2
1357,1,2,2,3,2,1,1,2
1358,1,2,2,3,1,1,1,2
1360,1,1,2,1,2,1,2,2
1361,1,2,3,3,4,1,2,2
1362,1,2,2,3,2,1,3,2
1363,1,2,2,3,2,1,3,2
1365,1,1,2,1,1,1,1,2
1366,1,1,2,1,2,1,1,2
1367,1,2,3,3,4,1,2,2
1368,1,1,2,1,1,1,2,2
1369,1,1,2,1,1,1,2,2
1370,1,2,2,3,2,1,2,2
1371,1,2,2,3,1,1,2,2
1372,1,1,2,1,1,1,1,2
1375,1,2,3,3,4,1,2,2
1376,1,1,2,1,1,1,3,2
1379,2,1,4,1,4,1,1,2
1380,2,2,1,1,1,1,2,2
1381,3,1,3,1,3,1,1,2
1382,2,1,3,1,3,1,2,2
1383,3,1,3,1,3,2,1,2
1384,2,1,3,1,3,1,1,2
1385,3,1,3,1,3,1,2,2
1386,3,2,2,2,2,1,2,2
1403,3,1,3,1,4,1,3,2
1404,2,1,3,2,4,1,1,2
1405,2,1,3,2,4,1,3,2
1406,2,1,3,1,4,1,1,2
1407,3,1,3,1,4,1,1,2
1408,2,1,3,2,4,1,2,2
1409,2,1,3,1,3,1,1,2
1410,2,1,3,1,3,2,1,2
1411,2,1,3,2,3,1,3,2
1412,2,1,3,1,3,1,1,2
1413,3,1,2,1,2,2,3,2
1415,3,1,2,1,1,1,1,2
1416,3,1,2,1,1,1,2,2
1417,3,1,2,1,2,1,2,2
1418,3,1,2,1,2,1,2,2
1419,3,1,2,1,1,1,1,2
1420,3,2,2,2,2,1,2,2
1421,3,1,2,1,2,1,2,2
1422,3,2,3,2,4,1,1,2
1423,2,2,3,3,4,1,1,2
1424,3,2,3,2,4,1,2,2
1425,2,2,3,3,4,1,3,2
1426,2,2,3,3,4,1,2,2
1427,2,2,3,3,3,1,1,2
1461,3,1,3,1,4,1,1,2
1462,2,1,2,2,1,1,1,2
1463,2,1,3,2,3,1,1,2
1464,2,1,3,2,3,1,1,2
1465,3,1,3,1,3,1,1,2
1466,2,1,3,2,3,1,2,2
1470,3,2,2,3,2,1,1,2
1482,2,1,3,2,4,1,2,2
1483,3,1,3,2,4,1,3,2
1484,3,1,3,2,3,1,1,2
1485,2,1,3,2,3,1,3,2
1486,2,1,3,2,4,1,1,2
1488,2,1,3,2,4,1,2,2
1489,3,1,3,1,4,1,1,2
1490,3,1,3,1,4,1,3,2
1491,3,1,3,1,4,1,1,2
1492,2,1,2,2,3,1,2,2
1493,2,1,3,2,3,1,2,2
1494,2,1,2,2,2,1,2,2
1495,2,1,3,2,3,1,1,2
1496,3,1,3,2,3,1,2,2
1500,3,1,2,2,2,1,1,2
1501,2,1,2,2,2,1,2,2
1502,3,2,2,3,2,1,1,2
1503,2,1,2,2,2,1,2,2
1504,3,2,3,3,4,1,2,2
1505,2,2,3,3,4,1,1,2
1506,2,2,3,3,4,1,1,2
1537,4,1,3,2,3,1,4,2
1538,4,2,2,3,2,1,4,2
1540,4,2,2,3,1,1,4,2
1541,4,1,3,1,3,1,4,2
1547,4,2,2,3,1,2,4,2
1551,4,2,2,3,3,1,4,2
1555,4,1,3,1,3,1,4,2
1557,4,1,2,2,2,1,4,2
1565,4,2,2,3,3,1,4,2
1567,4,1,2,1,1,1,4,2
1578,4,1,2,1,3,1,4,2
1580,4,1,2,1,1,1,4,2
1582,4,1,2,1,2,1,4,2
1588,4,2,2,3,3,1,4,2
1591,4,2,2,3,2,1,4,2
1596,4,1,3,1,4,1,4,2
1600,4,2,2,3,2,1,4,2
1601,4,1,2,1,1,1,4,2
1603,4,1,2,1,2,1,4,2
1605,4,2,2,3,1,1,4,2
1606,4,1,2,2,1,1,4,2
1608,4,1,3,2,4,1,4,2
1610,4,1,2,2,3,1,4,2
1612,4,2,3,3,3,1,4,2
1615,4,2,2,3,2,1,4,2
1616,4,1,2,2,2,1,4,2
1624,4,1,2,2,1,1,4,2
1626,4,1,3,2,3,1,4,2
1630,4,2,2,3,3,1,4,2
1631,4,2,2,3,1,1,4,2
1632,4,1,2,2,2,1,4,2
1633,4,1,2,2,1,1,4,2
1634,4,2,2,3,3,1,4,2
1638,4,1,2,2,1,1,4,2
1644,4,1,3,2,3,1,4,2
1648,4,1,3,2,3,1,4,2
1651,4,2,2,3,3,1,4,2
1653,4,2,2,3,3,1,4,2
1655,4,1,2,2,2,1,4,2
1661,4,1,3,2,3,1,4,2
1662,4,2,3,3,3,1,4,2
